shopper_id	gender	email_optin_flag
shBCFA76853029D46F	M	1
shCA4ADF04D5D1D124	F	1
sh13C001ECE6C20AC1	F	0
shBDD1B4AF64AC7583	M	1
shE4BFF840C3865D99	F	1
shA8832D61B4CD343D	M	1
shFDF4FECD28989228	M	0
sh646A859C74429B32	F	1
sh5227C7FFE94633C3	F	0
shFC976FCD5F0A9529	F	1
shEFA308AE83EFB639	M	1
shB7F9FE11158ED367	M	1
sh9CAC71CCE1F8CEF4	M	0
shCF828A84002DE981	F	1
sh8EA9A1C052EEB257	F	0
sh428BF29867CAC2FD	F	1
sh66CCC98505D8850B	U	1
sh96A32CBF9DBFDED3	M	1
shDC2BA655ED2D791B	M	1
shEB44EA0D60918D55	F	0
shC948EC97A625DEDE	F	1
shBF2C455447CAB4C3	F	1
shBF6F5D77FD28CA7A	M	1
shE174593A03AA6231	M	1
sh7A57AFB465FE5FFC	M	1
sh6E86A4C062494926	M	1
sh02C5331EB21FFCB9	F	1
shB7E7E6B4EDA16DBC	F	1
sh89DFB3C15DBDEF2C	F	0
shE1FC178F90A691FD	M	1
shFD276A9AD860F509	M	0
sh82619B5513B197AB	F	1
sh38CACAB5B1F2E14C	F	1
shEFE9E813EBCF9DA2	F	1
shF7EE3A9559ECC094	U	1
sh5607CB530EBA0FD7	M	1
sh02574D6A85EC1CCD	M	1
shC178CDB3291C6572	F	1
shE6328B8760643111	F	0
sh2FA20B340661D212	F	1
shF26F908CAC79E932	M	1
sh2D887457C6A6C3EB	M	1
shD864989F159B0246	M	1
sh63684987D19E261A	F	1
sh4738944E930AAB41	F	1
sh663B4A126DC8AA11	F	1
sh0C1A2F666B8BAAD7	U	1
shB8A796FED4155DC3	M	1
sh49B0FCF5E67DB31A	M	1
sh6F5FAE495D7AB8A9	F	1
sh32035D0CAB362472	F	0
shCCA2C9D6373C19C2	F	1
shC3BC5EF9286F6E5A	F	1
sh10EB43DD8B4B22D9	M	1
shBE656DD2495DF4D5	M	1
shEE2829BFBABF0479	F	1
sh99756D7BD32FA6F0	F	0
sh2124AC1912E18847	F	1
shA0EE63B47D12B431	M	1
shBA502F1D5688E10C	M	1
shEE5DB785001606F8	M	0
sh9893EC048CC70293	M	1
sh9DF5FC38D7692F8D	F	1
sh0F3936EB8CA5DB7F	F	1
sh2501FC3037A2A2B3	U	1
sh7B1631D535E9909F	M	1
shE038CC1CA077ABE2	M	1
sh914F26AF74925B4B	F	1
shCC1BB932277DDA83	F	1
sh2B02705DF64A81F6	F	1
sh879217E16076D6A8	U	1
shE60CFC897DE0E0C5	M	1
sh65D61AFAA40E4152	M	1
sh8C5A2C38CF73AA04	F	1
shBE1CF806E9EB67B7	F	1
shE0A80FA631E9B823	F	1
sh245171F9D2C34EA9	M	0
sh07EB69FB8AC3E5A2	M	1
sh79025317D552FB3F	M	1
sh650CB89186AE9332	F	1
sh03F3ED211A627754	F	1
sh105DD1986DA980E2	F	1
sh413E1C51BA7386DE	U	1
sh70E73B4991D360A4	M	1
sh175BE535952F3A14	M	0
sh453F741056B4B761	F	1
sh924468395A0B0EF9	F	1
shC82EF346F3D1627D	M	1
sh06321DAD76CCACA8	U	1
sh142BEEA8B9CEA17B	M	1
shAE032595BD147DDC	M	1
shB9F208D42043B8B2	F	1
sh5803E4DF4EE65D45	F	0
sh2D9FA2D356B353D3	F	1
sh9813AFE3B95C10D6	M	1
shFA5122C465971F21	M	1
sh059C1A81EB658276	M	1
sh8A8FAC003114782A	F	1
sh4943390CDEE2734C	F	1
sh2F11A5CEB3FD9C6D	F	1
sh4235BE5663646288	U	1
shE970BE3444FD9ED1	M	1
shCC5632F3B703CBA4	F	1
shA4D1CECD7FB0FA19	F	0
shFBCDE9C8E29C1B46	F	1
sh5E8BDF8B775E29F9	F	1
shD251B43BEF6A28F7	M	1
sh1B600D89F2554661	M	0
sh211D848DCE5B8529	F	1
sh83B4F3D7160FA736	F	0
sh31119563B88A8B59	M	1
sh6C8747AD6B14C4BB	M	1
sh61CAF62584518377	M	1
sh68CFEC6F7CEE65AC	M	1
sh7B082CE4A541761E	F	1
sh9BB1B88E6751E4F2	F	1
shBA4242029E4E9D1A	F	1
sh7BFDD5144C853FD3	U	1
sh39150EA975968202	M	1
sh6F22100B4C3268C4	M	0
sh9928270A551AFFED	F	1
shDFB217F6175EFD54	F	1
shEB16CD9C5FE2245A	F	1
shED59A0A36B8F02F5	F	1
shF5366DA64AE6ADD3	M	1
shFC63304C97EA154B	M	1
sh1C43DFF556F7CB8D	F	1
shC0C6C8294599F532	F	0
shDE7FB5777CA8CD58	F	1
sh4F9159BCAC93031D	M	1
shE93756563D6D2CC1	M	1
shDD8771CA3219D992	M	1
sh1FBA1E024871887B	M	1
sh778035BADC130632	F	1
sh5FCC10B274C4A562	F	1
shC8E8CF4391E056E4	F	1
sh0597C2FAB01AD74A	M	1
sh6C80CE51658B520D	M	0
shC4FC8805507E790B	F	1
sh9892D64CC3B66DB5	F	1
shB0A584084B5434B0	F	1
sh455788EF37C811B3	F	1
sh3870FA260A56BA39	M	1
sh35D9F4279EE24BE8	M	1
shD2A380DD2F965345	F	1
sh4A448D0D31E58299	F	0
sh5AB21885AF6E0776	F	1
sh5820849F7BA7C95D	U	1
sh530973B3613DF909	M	1
sh88686D8AC7B2A727	M	1
sh2322A8EE2F10EEBB	M	1
sh6090063BDE886C85	F	1
sh994576AFA1B8B04D	F	1
sh6DACDA84777D4FF8	M	1
sh25C830D61F6D16E2	M	1
sh62EE91D1207A45E8	M	1
sh52B38F6C7BB20CA3	F	1
shFE38351D906AC2C9	F	0
sh1846BE5E4DB7F89F	F	1
sh5A8052D9342633D5	U	1
shBD00E1D4305C88FC	M	1
sh3B6D6FDAC231A75A	M	1
shFC8299C9DDCC1080	F	1
sh46B48A3E29FCCE9E	F	1
sh71E212B3CAAA3848	F	1
sh7BD77F5408B78E82	F	1
shC89C61348F1F2020	M	1
shFF6871917ED2EA14	M	1
sh59F87E77DA45AE11	F	1
sh700A7CECE1625DE5	F	0
shDC447B8EC3404B16	F	1
sh87BF1947FB40F343	M	1
sh8EC4E0E987B889E5	M	1
shE28A868F87B0A53D	M	1
sh3067AF9ECE3FC7AC	F	1
shD090773130E04103	F	1
sh602B4D98599F1BB4	M	1
shBBCACF2B24212584	F	1
sh56C52E291422DBFC	M	1
sh9117E1F85419D565	M	0
sh43C43203FCA476D4	F	1
shC5921D5754C7ACF1	F	1
shDF8E06649C334B86	F	1
sh3E6E2A71C5A6BE6A	U	1
sh90CDADA422F733DC	M	1
shC07C41CF14DB03E1	M	1
shAF86EF4EF673DEE8	F	1
sh0B470DA3D45A9CB7	F	0
shF1F7FCF67E58C03C	F	1
sh52CC36CE42978BF0	F	1
sh3EC97AE883A2B027	M	1
sh8A372EC8CFBB4537	M	1
sh35EA823658CA6720	F	1
sh2225F217CA8B995F	F	1
shC1FBD9A9BE5746F2	F	1
sh49BC86C694BA3C23	M	1
sh0B47C613B22037E5	M	1
sh32D05A25BB3172AA	M	1
shC566124ADBC9CFBF	F	1
sh697EAEC39F6C418F	M	1
sh2AE3B05BF0744F7F	F	1
sh00E565CBF9F6E6DA	U	1
sh56EE04379986F45D	M	1
sh6B7A380BB1B7580E	M	1
shD6CD3FE4161E06CC	F	1
sh62AA174D8CE47F76	F	1
sh782EE70A588FE747	F	1
sh1839A042F728C701	M	1
sh02628B98D975900A	M	1
sh4B5D109A864CB3C6	M	1
sh660FADD8781CFADE	F	1
sh8A8E14753B042334	F	1
shB88554E634B881F5	F	1
sh705120DD307079AB	F	1
sh1B60B5A7A1AE9E71	M	1
sh174171B809D5240D	M	1
shD99F5D7C393021FA	F	1
sh269B67FEA518127E	M	1
sh812B2AB460FD9CCB	M	1
sh80F31EC730911042	F	1
shEEE335FC10421096	F	1
shE41EF34B2CBC8AEB	M	1
sh2A8135F51E6A20F1	U	0
shF7DB5008C33D96AC	M	1
sh84090DEDE0702B26	M	1
shBDBD1E9E90B0CC5C	F	1
sh51B65E1E7DA2702E	F	1
sh322C4C5DB2F37A58	F	1
sh732AA92D1581703E	F	1
shA494C42DBC657178	M	1
shF47015CF44AFAE0F	M	1
sh7AF006AF1989F2F1	F	1
sh4B71A52BDE1E31F8	F	1
sh3594E57F65DCBD59	F	1
shB69AF743A67B9AD3	M	1
sh643E528D8C190C29	M	1
sh14DA44B0BA753D9B	M	0
shC3BE1063E6D102CE	F	1
sh26DF730CDB516CC4	F	1
sh01CD071C4C2B88B3	F	1
shB6CFEA3A31EA7F1A	U	1
sh279D1D516ED5DD07	M	1
sh1A950AC8770FF4D6	M	0
sh6446728C6263D84C	F	1
sh8407CF6B6A84E676	F	1
shF21DA78D04BB76CA	F	1
shF0A46A4141139EE7	M	1
shB07BF61BF075E8A5	M	1
sh14A0AD3163C5499B	F	0
sh6332587F87B0A85B	F	1
sh377A4D2E2A94B8B2	F	1
shE5166CAFDBC8AA27	M	1
shF1996F3D3E4F29A5	M	1
sh47050605F2B3AC07	F	1
sh55843F9A8E3BD7B0	F	1
sh4C250053B6E5C4D6	F	1
sh2234EB2133CA6DFC	U	1
shBE896E34DA3764E8	M	1
shD369E7DB66C92714	M	1
shB7EF9AB42109DD34	F	1
shAA647EDBBB2B6F2D	F	1
sh29484B0C3D467FCB	F	1
sh292FF4463DB820AF	M	1
shC51BF56FDE2D8429	M	1
sh56010453EC2ACE97	M	1
sh0EB720E1B5739E03	F	1
sh9E23DBA85B8F9B81	F	0
shC88E8E315B9DAD37	F	1
shD85906D85317CBA2	F	1
shE43640D401811ED3	M	1
sh341DE0C924A57B3D	M	1
sh727B59229FB358C6	F	1
shC620412B2FB237B1	F	1
shE826D46B453F1044	F	1
shC6367061F751CB25	U	1
shFD91EB4DB24AD04A	M	1
sh67BA2A71809A8BCF	M	1
sh1B8615E53B15FAE1	F	1
sh4C04FC6268F0866B	F	1
sh6A25D6F4F4525D21	F	1
shC8875B3CDB0F9C4F	M	0
sh5A6687951A5E38FC	F	1
sh7CFE72D44C9AD213	F	0
sh5348B43152C15793	F	1
shB638FB9A6A687356	M	1
sh45E36499D7610943	M	1
sh746A163D2A7E27E0	F	1
shCAD21D480792318D	F	1
shB23D867B59B28804	F	1
shC1B05E2655ADCDED	U	1
shC978736498CC29BF	M	1
shC435644CCBCC4787	M	1
sh9E5778E3EB91C9E1	F	1
sh7219E048B1EB7AA6	F	0
sh452E2CC1CCF8B6B9	F	1
shCE81351289E32A3A	F	1
shBD2B2F9B1A0F3603	M	1
shD2DB8FA375F67806	M	1
sh671ACB56D170FAC3	F	1
sh28E877FB7457AA61	F	1
sh582CC60E896D9653	F	1
sh3BF39B9DA124D68F	M	1
sh66D88E50148CF99B	M	1
sh773320B7A64BB453	M	1
sh4E648960B067E8C0	F	1
shDA2243C476CA5833	F	1
sh61D90692C374C90D	F	1
sh5147D0522B737E86	U	1
shD08FE04D09D8108E	M	1
shEFD79237EB4B1A5D	M	1
sh00A73AE69F47BD76	F	1
sh3B444B331FC32509	F	1
sh92DF935F451201C6	F	1
shF6CA2EA37B4B8E5A	F	0
sh9681C188A285F807	M	1
sh476050304B552B5A	F	1
shC2E1FFA0ECEBA969	F	1
sh35172E3E25D3C937	F	1
sh3C71716F2B6F2984	M	0
shD90BEF9249DC9398	M	1
shA08F92BEA0A01119	M	1
sh7920A198472F5C14	F	1
shBEF69C04869D6A00	F	1
sh72E3A5D0E4EB9C63	F	1
shACAA0E133CDDBA9E	F	0
sh9A530B8E4BFE34BA	M	1
sh53F08034209CFFD1	M	1
sh2CD194E2F69F4B98	F	1
sh6AABB5D2B4417ED3	F	1
sh77F99AAE64CB812A	F	1
sh854928BBDFC46287	U	1
shC8B644858E9EF376	M	1
shD9B9624C724E58D4	M	1
sh14791B922D6217AD	F	1
shD764C9C65CE95E33	F	1
sh4D44ECF36DC95FEE	F	1
shE0F9A37FF77CEC7D	U	1
shEC61817247B102D0	M	1
sh788D25BBA8AC206A	M	1
sh61578508317AD45E	F	1
sh10544725B5EA01F6	F	1
shF04EC3E9CD6B8F97	M	1
sh78BDBA276A2D9357	F	1
sh923B18A809C9E41B	F	1
shD65AB6D65262AAE1	F	1
sh87588E6E79C6265D	M	1
shCA06267BA71C6E6D	M	1
shE2302A010CC7C90D	M	1
sh2979EBC111ED644C	F	1
shD17A90C2ABED4DC9	F	1
shC495C07DB6C8BF57	F	1
sh4DBEAE4D5E67881F	F	1
sh271BBBC320375B69	M	1
sh1116B968CB311209	M	0
sh219E524C238A2FC3	F	1
shE265CDAA6727600A	F	0
shC3B0E3CD35C5F697	F	1
shB5A5A9777E1A0D17	U	1
sh599A064E2A7FC24F	M	1
shD96C503CCEAA67B7	M	1
shB6ABF8540F6ACF75	F	1
sh66EBA1FB1E6983AD	F	0
sh8489A4BF77E1A37A	F	1
shD43793EAF71494DF	U	1
shB02DFC4DBA00B399	M	1
sh4D40BECBD501A523	M	1
shA9163168CCABDA3D	F	1
sh07BE71E8BEB4EC75	F	1
sh2E10DA9A4BBE7BF7	F	1
sh5199684FD42D849E	F	1
sh72C9452305C2B47D	M	1
sh54700063563F4B27	F	0
shA2325340C7C318FE	F	1
sh85B8209285EAEBCD	M	1
sh8C4AEF49D567FF78	M	1
shDDFEEA629E373956	M	1
shEE13FBF536C76FFA	F	1
shD71A25DD0819D64B	F	1
sh1C53AB12DAA214FB	F	1
shAB8353A5B2B76104	F	1
sh0B85B0606CC29AB7	M	1
shEC0647145B1C1FA8	M	0
shF77C2F6E8F519D66	F	1
sh95C942FE2D796AE6	F	1
shC0852C717A8EDF69	F	1
sh4756BA64C6001654	U	1
sh78E72E12222BD7FC	M	1
sh333762ECE24F3BE0	M	1
sh9E210B98C1A31EE3	F	1
sh689F68227C7E1D0C	F	0
sh92A0ABA50518652F	F	1
sh20504F9AF066FA52	M	1
shA8C13D554152B91F	M	1
sh9E9DF997245BF85A	M	1
shF0EB600CDA8623D4	F	1
sh4DFE1CD3FC7163E9	F	1
shE347333B1BF3EE56	F	1
shB16EE03A064E39B9	F	1
shC04F49986780CCE0	M	1
shA85C7DD936A43D3B	M	0
shBA2743C0478C19B6	F	1
shB1B8B814A64EDBA8	F	1
shCE52419EA0100A3B	F	1
sh3088BD700BBEFA64	U	1
sh9CAEA8AF1AAE39D5	F	1
sh13E4B8ABCFE5A162	F	1
shAFB149D6E3968065	M	1
shF390C6DE57225E1C	M	1
shBAE7D0D07F1DB30A	M	1
shFCFCA13705191AE4	F	1
shB5C2BD3E254B8064	F	1
sh8C18DADE975AF3C8	F	1
sh07EC074A02E2F17D	F	1
sh41BECCC2B32B0A7A	M	1
sh9491AAF8F7DE08A4	M	1
sh8CAD3972F8F4270F	F	1
shF6F302622BEF099A	F	1
shE3AFA2EFF4AC08F4	F	1
sh2D159381CAF8737D	U	1
sh471376DE22938A30	M	1
shA53365545645BC6C	M	1
sh631F91406B07ED83	F	1
sh3D315A0C1588A14C	F	1
sh44D1019D951D1252	F	1
shE4742925A3D82848	M	1
shE42D759702D5A73D	M	1
sh3E225CC835E86423	M	1
shFCAD93F276868F53	F	1
sh579E9AFA9507D634	F	1
shB637A8274CF4C985	F	1
shE6F342548C1B21F2	U	1
shC2CA7168431C7C49	M	1
shDA4DB6617242F4DC	M	1
sh3EDF3AC767D22CCA	F	1
sh064036A27EB9CEA5	F	1
sh9D58D550138CAE21	F	1
sh86B16B9A6BCB9F24	F	0
sh883587E89EA158EA	M	1
sh12941D0C7FF5C137	F	1
sh4F37C061F1854F96	F	1
sh5E24A6C27E9E32B2	F	1
shDCC5E331D4EB0C37	M	0
shFF5859FD60DC2E66	M	1
sh57C8B94442ACFECA	M	1
sh8A3FBE37723793AC	F	1
shA415183A3A7A794A	F	1
sh1E13F88E68AACBAF	F	1
sh095AF396A27C8DAF	U	1
sh71EF391240ADE880	M	1
sh3C2DDFDB4377BA79	M	1
shA6753CD199579CC1	F	1
shA51AEA4EC14F999A	F	1
sh8F2C607C2CC5AD21	F	1
sh029B52AC0F5A34D7	M	1
sh09136A141F93050A	M	1
sh35D0F4BEFA61C157	M	1
shF2C6931262732B5B	F	1
sh8A3DC6985A6AA836	F	1
shFE9A28A6208798FC	F	1
sh0349256E899C6A2A	U	1
sh2945B80EC27FF123	M	1
sh1EF81BD37768590C	M	0
sh08EAC904E5396FC9	F	1
shAF4DCD30FDB5A168	F	1
shD8EDCDE3CF8212DD	F	1
shC8715DBDE5DBF100	F	1
sh1701A75B6D8C6784	M	1
shFE8959CB13DD8ED2	F	1
sh77E2CBCB886324F7	F	1
sh0DEE895682FC3326	M	1
shBDE69CD9DB8F007B	M	1
sh8EE0093FE97BE649	M	1
sh57B869A15082CBB1	F	1
sh94B1876F4D7F28B6	F	0
sh4B656BF5DD0E80E4	F	1
sh062B0521882569CE	U	1
sh32443EF1378CA4D6	M	1
sh9C6E9F597FFE998A	M	0
sh6494C342E02E2740	F	1
shD57079F63D550D8F	F	1
sh7A3D14BAE9C849E2	F	1
sh5B1069FE5D22D101	M	1
sh33952EDA59BDD86D	M	1
sh424BABD4E2978BEE	M	1
sh2F5E265FDFEE76DD	F	1
sh6E4841631534AE9A	F	0
sh9E73BF38BA6138DB	F	1
shA5624CA2B581B29F	U	1
shC16C9A1005B39C79	M	1
sh161E705BF96603E7	M	1
shAC2E366BE40071D6	F	1
sh8273FFA21BD0B5D0	F	1
sh7ECA3059718493B8	F	1
sh4237B628C7B3911F	U	1
shE2F4459F3A29E894	M	1
sh8663F0BF3A224859	M	0
shB960440BE2B7F6C2	F	1
shFFA92D24D9160D9D	F	1
sh7E28E60A9BD7D71C	F	1
sh499D266BB0850BD8	F	1
sh68B7DEF46E2E9691	F	1
shAA4537EABC63FE1F	F	1
sh863CBD61B9335754	F	1
sh6B78236CA60D4179	M	1
sh064BFCA70596F3EB	M	1
shADB04EAF21E5FDAE	F	1
sh252DB30229B82554	F	1
sh1E68845BFBC0CF10	F	1
shD0D22954DB3568B3	M	1
sh236F58DCD60D3E2B	M	1
shFF036E23EB92C5E7	M	1
sh64AC4A5451067C51	F	1
sh58AD523CB7C9F13C	F	1
sh2FDBD7CA4F867D2B	F	1
sh12194A619C8640FC	F	1
sh06E5DC7D00E38DDD	M	1
shBFCDCC1D93476528	M	1
sh99F56586733EB5A8	F	1
shFAFF053A0BE4774D	F	1
shF10133CB82F39768	F	1
sh18F7EAD823AA22D4	U	1
sh6BEBC31178CFBBA0	M	1
sh4AA164CBF261C715	M	1
sh20D33AF0BDC2D6AE	F	1
shCD420E727BC67B54	F	1
sh414F95C52AF1EEBD	F	1
sh51889A745414BDA6	U	1
sh7395D20AE48174D9	M	1
shA967EF43B582B74A	M	1
shB2B1458201CDDF0A	F	1
shB739DD639E188B40	F	1
shCE317A3BEBEAD951	F	1
shB49D5A3B5E069417	M	1
shB992707F30ABD406	F	1
sh510929F36B0BFAE1	F	1
sh8ACEC9F2D5C19A2D	F	1
sh911B00334E1B1418	M	0
shA61664A198DE6B6E	M	1
sh5632CA5C93DDA1D2	M	1
sh74266E029E9D7524	F	1
shE830411B7217E8E1	F	1
shC1A68FC49E82170C	F	1
sh8CA536614DF1EE37	U	0
sh3B383B021AC8882A	M	1
shB8998F100724B47E	M	1
sh3230F3D925F7B370	F	1
sh70678FE4C42EC5F2	F	1
sh7CE89CF1DF5475C9	F	1
sh38EA7964C6AD8D63	M	1
sh43BA9A209BA64E13	M	1
shCD2C73499B367453	M	1
sh696578AA2A90F49C	F	1
sh583EA654654425AD	F	1
sh157DFB4CEA0B3529	F	1
sh30364BF8977DC427	F	1
shBF42C7F67BE6B814	M	1
shE4473FE7BF87CA18	M	1
sh3243790B2D245162	F	1
sh57A692309CDCDCA6	F	1
sh9E52A6B8BEEF9503	F	1
sh421F491FC11804F3	U	1
shABC4BE3521B18A1A	M	1
shA208059D4DD64659	F	1
sh76E69B9F1D9DE3EB	F	1
sh5710FEF12AE95259	F	1
shB4A93BDB986AD1F2	M	1
sh6C5DC9BCA4A1FF98	M	1
sh82A5E1343A286679	F	1
sh3329FC1FBBBF5185	F	1
shC5980C8EAE4F2689	F	1
sh27019B3EC372B54B	M	1
sh415C0DE422708777	M	1
shA90C6A128A94A080	M	1
sh107322A2C29344D6	F	1
shFFC95AA5188BF2E0	F	1
shF751CA6A346D63A7	F	1
sh2F0878DE98C91C39	F	1
sh76E09C68558AE38C	M	1
shE2A8AA65DF761B97	M	1
sh206FBAAEA45C287C	F	1
shED9EFE956F62A71F	F	1
shD55F6A1409DD829B	F	1
sh200E9FA7DC71FEBF	U	1
sh088070EF4099710E	M	1
sh3F25A068590F15D1	M	1
sh2689645C50E862DE	F	1
sh14C85522C1A8A900	F	0
sh51596B1DDBD9C4CA	F	1
sh84993EDA95C95F0A	F	1
sh199FBE9FE7879EEC	M	1
sh686879570F304121	M	1
sh90C9FBF35E080CF7	F	1
sh6645064D1BAF39E3	F	0
sh2BB52B470EEBA1E5	F	1
shDAE6B6DD53999E84	M	1
shC43EAF36A45DF780	F	0
sh8C542F5CC3291456	F	0
sh5E272DBA4E8855DB	U	1
shBCA0056FBEA8957B	M	1
sh11A822BC459A5C42	M	1
sh68A3FA55173A4A60	F	1
sh2A2C401A2BF7DB24	F	1
sh814D2845D18508D9	M	1
shF2ED77C3F992EA75	F	1
sh799B125B0AC76E37	F	1
sh364CC96E4C167A13	F	1
shAFB92CDC2DDA8DA0	F	1
shC342D739848235DA	M	1
sh3C9CF7517E8C6E55	M	1
shE1AC4E879949CB6B	F	1
sh1D330B8E5432992D	F	1
shC42BABB71C3A258F	F	1
sh2E67AA6F4E45A975	M	0
shEE63CE4BF2D56B91	M	1
sh74CE061274DB3CD3	M	1
shF9F6ED74B730FB31	F	1
sh9C4CBAA03AA2E179	F	1
sh3376621DC7606325	F	1
shEF6E08B59B8E2FF9	F	1
shC114E037E40C8E92	M	1
shD5E5CE7D7E037798	M	1
shAE841699288EA058	F	1
shED75A88F368F0B92	F	1
sh64F3E4C26A20F6B7	F	1
sh56B2C03391C07A8D	U	1
sh7AFC6F1F236FBE01	M	1
sh63CE999781A59986	M	1
shB17938B148F3BA81	F	1
shB02967D921494D13	F	1
sh9E69956CCF991D0D	F	1
shA45F86A4BBE2D6A8	M	1
sh9AFD4B8D6F44C668	M	1
shB589C6146E6384A9	F	1
sh6494C3E7E98BA18F	F	1
sh3E5A1B1F898D2B9B	U	1
sh2D7F2A59024332BB	M	1
sh3A18D3AA25AE699D	M	1
sh24795814776BF003	F	1
sh030A0046095BDECF	F	1
shD38BF35C7D3ECC92	F	1
sh809B2533DBA38870	M	1
sh114B1CF23507337D	M	1
sh8C0A15D5634690B2	M	1
sh2FC9F4190129934D	F	1
shBFC50A490C2885C5	F	1
sh64830F1C71361D6E	F	1
sh44E1ED4BCF30A92C	U	1
sh70BD1D7BE1297329	M	1
sh127398F8862E6208	M	1
shCA0EB136D053D238	F	1
sh6B487CC36132B388	F	1
shA859972B110C134B	F	1
shBAC947BFE2615654	M	1
sh2E9AAB9515AAC4D8	M	1
sh425F0F50E1B36025	M	1
sh22C990CA19727F35	F	1
sh59CEA9ABAB42A4BF	F	1
sh30E5EA12D30AC7CB	F	1
sh739090A89D3A8FBC	U	1
sh384726C6B240F1CC	M	1
shED68FC7DC6919D5C	M	1
sh0BF36E731DB2B77A	F	1
shA0C3A24715ED18BB	F	1
sh9CA3A13CFD609AFA	F	1
sh3568A49F43D9F70E	M	1
shA5EA137FBACB4B89	F	1
shE1B743D42DC3F561	F	1
sh01E5AB5B6BEB7DD5	F	1
sh790D6269D6963852	M	1
shD61A5A9C3B890E95	M	1
sh51AF53CC5967DE29	F	1
sh297AD192C5528507	F	1
sh3A747021E8FF0847	F	1
shF6B4526B45CBE397	U	1
sh0A3926D10B216D61	M	1
sh0D3A9A18B43BF347	M	1
sh0EB495DF283FAD95	F	1
sh8F4E1B642DF92B07	F	1
sh57517FF472045CA6	F	1
shE6492CB862134B80	F	1
sh0A31D6FC3FAF8B6B	M	1
sh9C10FB5E3DFB02B7	M	1
shB90E6F978825A967	F	1
sh347062CEA3AA2013	F	1
shA120C89D83317D45	F	1
sh74043B8A1AAAD48F	U	1
sh2216E8BE9668B3D2	M	1
sh2E347F068B7E0603	M	1
shA4214E8BB0C687D3	F	1
shE411181955202174	F	1
shDAD5E1922101F772	F	1
shD7F20760D4524944	M	1
sh66D3BE3D8A417264	M	1
sh819F60A4711EBE53	M	1
sh39B41400F41F80E9	F	1
sh0955B853782920C8	F	1
shE51EF5A93ED15C75	F	1
sh558C45EEDE4784DE	U	0
shCE1F953985EDF1D1	M	1
sh5CC55FBF82B3FD3D	F	1
sh1220707A38592824	F	1
sh829746B06CA0CB6A	F	1
shBD8A8190D1FE90BD	M	1
sh347312BF83ADC621	M	1
sh74D5A4C06983DAFD	M	1
sh8C30C7C86A9150CE	F	1
sh4F9B9AD4ABB2A424	F	1
shB2256EAE5A39BACC	F	1
shEA3DB53C1514E4C9	F	1
sh56C366D0A805F09F	M	1
sh80235E8C28E87430	M	1
shDCF7AFB14AA90447	F	1
shD49AFD12FDED9BDB	F	1
shF28B6F36372EACFE	F	1
sh46EEAAD42394C467	U	1
shAD2884873ABDD2DE	M	1
shDF39094DEE440735	M	0
sh7D5BAFBCFD47555C	F	1
sh26EF004044A74CE8	F	1
sh0F3EEFF227B2BF52	F	1
sh2FB3B060757294F9	M	1
sh48D6013D2E1998D0	M	1
shB899795698DF62CB	M	1
sh6C859A27F8967905	F	1
shA5A99DEE6F3C63C6	F	1
sh9DF7D55E9B50C928	F	1
shF03639129710D07C	U	1
sh6A6ED94CC18BF40D	M	1
sh77C39A0B41FC6685	F	1
shEE40804B0852B74C	F	1
sh6FC8678F1D205F7C	M	1
sh538E852A5E8AB170	M	1
shEAACF917D7B841DA	M	1
sh46993BDB4CF10605	F	1
shD6CCD9C9D4B3E1D9	F	1
sh0EA86DA188DA1596	F	1
shC84615FB9559EE58	F	1
shB036D01132C07F7D	M	1
sh712E310C3A18F6A8	M	1
sh92A73F88829452C4	F	1
shDDE2AF1A036525A5	F	1
sh6CDA984379B3C7BF	F	1
sh322E3192D9F5DF9A	U	1
sh26FF381A85199622	M	1
sh3440172CC5C1F2D2	M	1
sh50A56810BFAFFFFD	F	1
sh4957C75565E5A444	F	1
sh5C135CD0A6D9F7FA	F	1
sh471AF9F6D404BEBE	M	1
shCA45E70104598DB0	M	1
sh1D6CDF6F6B919E19	M	1
sh996DCD19EA229385	F	1
sh647C939825D9450E	F	1
sh2DFF9D4D62BDB686	F	1
sh0BB6FB7D295E13E4	U	1
sh1AAC782AB2DE79CF	M	1
shEC2FFF5BE7F79195	M	1
sh90164EF532BB6950	F	1
sh236F856B1ABBCB50	F	1
shCCB7C0713CED1736	F	1
sh06481040518CFA7B	U	1
sh6244F467FA61F49F	F	1
sh3DDAB20E17566761	F	0
sh2DC36958F7C5E270	M	1
sh94D8219711110EE9	M	1
sh7E418B6940890C38	M	1
shC0FD1A8F0FC712BE	F	1
sh782CCAA4A4BA0343	F	1
shCA97D06FDD6ADA82	F	1
sh966625A6D6D53B1A	U	1
sh56C7846755D214A0	M	1
shB6A49204831F6071	M	1
sh73F47C8EC6AE10E5	F	1
shC7F51796F8B71EF8	F	1
shD1AF3433815B3938	F	1
shECA78546552326AF	U	1
sh3270B043E5FA7239	M	1
sh96B489F9425994BB	M	1
shD63C61268CFED666	F	1
shD3890DD6C2B74DBE	F	1
shF1C4FDDC02CB0995	F	1
sh3303CB06D8736D34	F	1
sh0A41AF5CAD85186C	M	1
shFF7250F3D6F11F99	M	1
sh74C4A49A492408CC	F	1
sh77D06F096FB79CD8	F	1
sh7D3667FF95411A73	F	1
shB6E1155648D04505	M	1
shF766521E9CC1AA4B	M	1
shDC362F3DD6477C61	M	1
shD8F287553BFE3244	F	1
